Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Remote_Work,Job_Satisfaction,Work_Hours_Per_Week
2011,Germany,Netflix,Mobile Developer,Senior,65722,59,Yes,5,48
2019,Australia,Meta,Full Stack Developer,Senior,106431,89,No,10,36
2019,UK,Infosys,Backend Developer,Senior,101250,90,No,5,46
2017,USA,IBM,Data Scientist,Mid,98029,93,No,5,52
2013,Canada,IBM,Backend Developer,Senior,89007,89,Yes,9,52
2017,USA,Accenture,Frontend Developer,Junior,142502,70,Yes,6,44
2015,USA,TCS,Mobile Developer,Senior,126457,65,No,8,39
2011,UK,Microsoft,Mobile Developer,Senior,75955,58,Yes,5,49
2017,Canada,Microsoft,Frontend Developer,Junior,93280,74,No,6,38
2011,USA,Wipro,Frontend Developer,Junior,126920,86,Yes,6,42
2017,Canada,Google,Data Scientist,Junior,96424,62,Yes,9,37
2017,UK,TCS,Full Stack Developer,Senior,66660,55,Yes,8,49
2017,Australia,IBM,Backend Developer,Junior,89086,69,No,7,40
2011,Australia,Accenture,Backend Developer,Senior,99682,57,Yes,9,37
2019,India,Wipro,Mobile Developer,Junior,36884,90,No,10,42
2013,UK,Accenture,Backend Developer,Senior,73172,95,No,5,50
2015,USA,Netflix,Backend Developer,Mid,93929,59,No,7,42
2019,UK,Meta,Frontend Developer,Mid,88246,64,Yes,10,50
2011,Australia,Wipro,Backend Developer,Senior,89753,61,No,7,46
2015,UK,Infosys,Data Scientist,Senior,73521,62,No,5,38
2011,Germany,IBM,Full Stack Developer,Senior,75074,74,No,10,46
2019,Canada,Accenture,Data Scientist,Mid,100733,63,Yes,6,38
2011,Canada,Accenture,Full Stack Developer,Senior,64292,66,No,7,39
2011,Germany,Google,Full Stack Developer,Senior,68791,79,No,6,47
2019,India,Google,Full Stack Developer,Mid,38124,80,No,8,47
2015,Canada,Google,Frontend Developer,Mid,76456,76,No,10,43
2019,USA,Meta,Data Scientist,Mid,119615,90,Yes,10,38
2017,USA,Microsoft,Full Stack Developer,Mid,142647,75,Yes,10,53
2013,UK,Infosys,Frontend Developer,Junior,84333,57,Yes,8,42
2017,USA,Microsoft,Frontend Developer,Mid,117874,66,Yes,7,40
2019,Australia,Wipro,Data Scientist,Senior,86974,54,Yes,9,47
2015,Germany,Amazon,Full Stack Developer,Mid,78719,53,Yes,9,35
2015,India,Meta,Frontend Developer,Junior,18048,72,No,10,53
2011,UK,Microsoft,Backend Developer,Senior,74272,70,Yes,8,40
2015,USA,Google,Backend Developer,Junior,122773,81,Yes,6,44
2013,Australia,Infosys,Backend Developer,Mid,103601,73,Yes,8,54
2017,UK,IBM,Full Stack Developer,Junior,85376,79,No,7,45
2011,India,Meta,Data Scientist,Senior,22752,60,Yes,8,40
2019,Australia,IBM,Frontend Developer,Senior,110137,56,No,5,37
2017,Germany,Meta,Full Stack Developer,Mid,113976,87,Yes,5,43
2019,Germany,TCS,Mobile Developer,Senior,102097,77,Yes,5,46
2011,Canada,Accenture,Mobile Developer,Senior,77649,60,No,5,53
2013,Canada,Meta,Data Scientist,Senior,76240,52,No,9,43
2011,USA,IBM,Frontend Developer,Junior,92641,75,Yes,5,38
2013,India,Netflix,Frontend Developer,Senior,21991,60,Yes,6,50
2011,USA,Meta,Frontend Developer,Junior,112094,83,No,7,43
2013,Germany,Amazon,Data Scientist,Senior,89822,68,No,6,43
2019,Australia,TCS,Mobile Developer,Senior,108174,94,No,8,48
2013,Germany,Infosys,Frontend Developer,Junior,73084,51,No,8,39
2019,USA,Infosys,Frontend Developer,Mid,92148,85,Yes,9,50
2013,Canada,Meta,Backend Developer,Junior,65679,82,Yes,7,54
2017,Germany,Wipro,Mobile Developer,Senior,94617,72,Yes,7,45
2017,Germany,Meta,Frontend Developer,Senior,100922,88,Yes,8,36
2013,Australia,Wipro,Backend Developer,Senior,90435,68,Yes,5,52
2015,India,Wipro,Data Scientist,Mid,23308,94,Yes,8,46
2011,Australia,Netflix,Frontend Developer,Junior,87646,52,Yes,8,40
2017,USA,Meta,Frontend Developer,Junior,140684,60,Yes,6,48
2013,India,Google,Data Scientist,Mid,24653,50,No,7,55
2013,USA,Infosys,Mobile Developer,Mid,84858,69,Yes,8,53
2017,Germany,Google,Mobile Developer,Mid,86901,70,Yes,6,36
2013,UK,Netflix,Backend Developer,Senior,83511,73,Yes,9,50
2013,Australia,Accenture,Frontend Developer,Junior,84904,62,Yes,10,35
2011,USA,IBM,Backend Developer,Senior,94781,71,Yes,6,49
2017,USA,Wipro,Mobile Developer,Junior,120583,64,No,8,35
2019,India,Meta,Full Stack Developer,Mid,31807,78,Yes,5,43
2019,USA,Google,Data Scientist,Mid,124313,67,Yes,9,44
2011,UK,TCS,Data Scientist,Senior,71640,75,Yes,8,51
2015,Canada,Amazon,Data Scientist,Senior,103272,95,Yes,5,43
2011,Australia,TCS,Data Scientist,Junior,74299,73,Yes,6,37
2013,UK,Accenture,Frontend Developer,Junior,65762,72,Yes,6,35
2013,Australia,Meta,Data Scientist,Mid,92231,85,No,5,39
2013,India,Accenture,Backend Developer,Junior,23191,55,Yes,6,38
2019,UK,IBM,Mobile Developer,Senior,87808,80,Yes,9,48
2017,Germany,Netflix,Mobile Developer,Senior,78203,95,Yes,6,44
2013,Australia,Infosys,Full Stack Developer,Senior,100600,69,No,5,39
2015,Germany,Accenture,Mobile Developer,Junior,94648,62,Yes,8,55
2019,USA,Amazon,Full Stack Developer,Mid,99772,93,No,7,46
2013,India,Microsoft,Data Scientist,Mid,28808,79,No,9,44
2013,India,Accenture,Frontend Developer,Senior,27981,61,No,10,43
2017,India,TCS,Full Stack Developer,Senior,29572,61,No,9,54
2013,Germany,Microsoft,Data Scientist,Senior,75921,60,No,10,43
2011,Australia,Wipro,Frontend Developer,Senior,79859,91,No,6,38
2019,Australia,Netflix,Frontend Developer,Junior,87016,92,No,7,43
2013,Canada,Meta,Backend Developer,Junior,86653,75,No,10,41
2013,Australia,Amazon,Backend Developer,Senior,70428,65,No,6,49
2011,Canada,Amazon,Mobile Developer,Junior,87302,92,Yes,9,40
2011,UK,Meta,Backend Developer,Mid,68376,93,No,8,47
2015,USA,Wipro,Mobile Developer,Senior,133861,78,No,6,49
2013,India,Google,Backend Developer,Mid,23728,71,Yes,5,37
2019,India,Netflix,Frontend Developer,Mid,32514,79,Yes,7,45
2013,UK,Microsoft,Frontend Developer,Senior,87513,74,Yes,10,42
2017,USA,IBM,Frontend Developer,Senior,96293,81,Yes,10,40
2019,India,Google,Data Scientist,Junior,37259,74,Yes,5,38
2013,Canada,Google,Data Scientist,Mid,80454,62,Yes,9,42
2019,Germany,Microsoft,Mobile Developer,Senior,85058,77,No,10,44
2011,Australia,IBM,Full Stack Developer,Senior,90386,76,Yes,7,36
2017,UK,Amazon,Backend Developer,Senior,65192,62,Yes,10,53
2017,Germany,IBM,Full Stack Developer,Senior,95140,89,No,9,41
2017,Australia,Accenture,Mobile Developer,Senior,83044,77,No,8,48
2013,Canada,Meta,Data Scientist,Junior,76330,93,Yes,8,50
2013,UK,IBM,Data Scientist,Senior,63613,89,Yes,9,39
2015,Germany,Amazon,Data Scientist,Junior,82653,62,Yes,8,44
2013,India,TCS,Mobile Developer,Senior,29302,85,Yes,7,49
2019,Australia,Accenture,Frontend Developer,Mid,96510,62,Yes,5,45
2013,Canada,Infosys,Mobile Developer,Senior,84840,72,No,10,38
2015,UK,Netflix,Full Stack Developer,Senior,61341,55,Yes,8,38
2013,India,Wipro,Backend Developer,Junior,21915,59,Yes,10,42
2011,Germany,TCS,Full Stack Developer,Junior,99126,92,Yes,8,52
2015,UK,Amazon,Backend Developer,Junior,92784,77,No,9,43
2011,UK,TCS,Full Stack Developer,Senior,52973,72,No,6,50
2019,Canada,Netflix,Backend Developer,Junior,108046,62,Yes,9,40
2019,Canada,Amazon,Mobile Developer,Junior,110127,64,No,6,49
2011,Australia,Google,Data Scientist,Mid,98513,91,Yes,10,43
2017,UK,Microsoft,Mobile Developer,Junior,82836,55,Yes,8,48
2015,Germany,Wipro,Data Scientist,Senior,101702,72,Yes,8,48
2013,UK,Wipro,Mobile Developer,Junior,80227,50,No,6,50
2011,Australia,Infosys,Full Stack Developer,Mid,71849,53,No,6,48
2019,UK,Meta,Mobile Developer,Junior,87599,67,Yes,9,41
2019,Germany,Amazon,Backend Developer,Junior,117186,95,No,7,42
2013,Germany,Microsoft,Frontend Developer,Junior,86427,89,No,5,49
2013,India,Accenture,Backend Developer,Senior,19031,68,No,5,40
2011,India,Accenture,Frontend Developer,Junior,19246,64,No,8,45
2015,Germany,Accenture,Backend Developer,Mid,96745,88,Yes,7,50
2011,Australia,Wipro,Full Stack Developer,Mid,65071,60,Yes,5,54
2013,India,Google,Frontend Developer,Junior,16197,61,No,6,49
2015,India,Accenture,Full Stack Developer,Junior,26810,65,Yes,6,54
2019,UK,Wipro,Backend Developer,Junior,71227,82,Yes,6,41
2017,Australia,Netflix,Backend Developer,Senior,111000,51,Yes,10,44
2015,UK,Wipro,Mobile Developer,Mid,89975,84,No,5,41
2011,USA,TCS,Backend Developer,Mid,101303,51,Yes,8,50
2015,Australia,Wipro,Backend Developer,Senior,93494,52,No,9,42
2015,UK,Meta,Mobile Developer,Mid,98525,65,Yes,6,35
2019,Australia,Google,Data Scientist,Junior,88829,56,Yes,8,35
2019,UK,Microsoft,Full Stack Developer,Senior,77125,61,No,6,37
2011,Germany,Netflix,Frontend Developer,Mid,79291,73,Yes,9,38
2017,USA,Microsoft,Backend Developer,Mid,115023,93,No,8,49
2015,Australia,Infosys,Data Scientist,Senior,101623,78,No,5,53
2013,Australia,IBM,Frontend Developer,Junior,88022,75,Yes,5,43
2017,USA,Meta,Backend Developer,Senior,100254,93,Yes,10,36
2011,Germany,TCS,Mobile Developer,Mid,86842,66,Yes,8,44
2017,UK,Amazon,Mobile Developer,Junior,79452,75,Yes,6,39
2013,Germany,Infosys,Full Stack Developer,Senior,89048,93,Yes,6,55
2013,Germany,Microsoft,Data Scientist,Senior,80674,87,Yes,8,36
2015,Australia,Amazon,Data Scientist,Junior,84184,50,No,6,52
2011,Australia,Microsoft,Full Stack Developer,Mid,87940,83,No,6,50
2015,Canada,TCS,Data Scientist,Senior,77395,61,No,7,53
2019,Australia,Netflix,Data Scientist,Mid,89192,76,No,6,53
2015,UK,Netflix,Full Stack Developer,Junior,93185,81,Yes,5,37
2017,USA,IBM,Backend Developer,Mid,101278,71,No,7,37
2013,Australia,Google,Data Scientist,Mid,96751,75,Yes,6,40
2013,Australia,Google,Full Stack Developer,Mid,92491,87,No,5,49
2015,Canada,IBM,Data Scientist,Junior,90206,50,No,5,47
2011,Germany,Netflix,Full Stack Developer,Junior,86951,67,Yes,9,39
2015,UK,Accenture,Backend Developer,Mid,60652,69,Yes,7,40
2017,USA,Microsoft,Backend Developer,Junior,111732,85,Yes,9,40
2019,Germany,IBM,Backend Developer,Junior,85400,69,Yes,7,41
2019,Canada,Infosys,Frontend Developer,Senior,104902,76,No,9,49
2011,Canada,Amazon,Frontend Developer,Senior,90334,64,No,7,45
2017,Germany,Infosys,Frontend Developer,Mid,109528,88,Yes,7,36
2015,India,Amazon,Frontend Developer,Junior,28045,77,Yes,5,53
2015,Germany,Amazon,Data Scientist,Junior,100556,57,Yes,6,36
2019,Germany,Wipro,Backend Developer,Mid,119631,80,Yes,7,46
2015,UK,Infosys,Mobile Developer,Senior,71007,74,Yes,9,50
2011,UK,Netflix,Full Stack Developer,Junior,56067,57,No,9,45
2015,Germany,TCS,Full Stack Developer,Mid,105356,92,Yes,10,44
2019,UK,Netflix,Backend Developer,Mid,102991,94,No,10,47
2019,India,Infosys,Mobile Developer,Senior,33265,89,No,10,38
2019,USA,Infosys,Frontend Developer,Senior,100994,87,Yes,9,54
2019,India,Netflix,Frontend Developer,Mid,38550,55,Yes,7,49
2017,UK,Google,Full Stack Developer,Junior,93498,68,Yes,10,45
2013,India,Wipro,Backend Developer,Senior,20640,89,Yes,5,41
2017,Germany,Google,Mobile Developer,Mid,76242,91,Yes,9,50
2017,Australia,Google,Data Scientist,Junior,86584,90,Yes,7,55
2019,Germany,Wipro,Backend Developer,Junior,88908,56,Yes,9,39
2019,Germany,Microsoft,Backend Developer,Mid,90005,72,No,6,54
2019,UK,Meta,Mobile Developer,Senior,84175,95,No,6,36
2017,Germany,Infosys,Data Scientist,Senior,85985,77,Yes,8,47
2011,Australia,Google,Frontend Developer,Senior,74732,64,Yes,5,48
2013,UK,Infosys,Frontend Developer,Junior,56150,52,Yes,5,48
2019,Australia,Accenture,Data Scientist,Senior,106754,86,No,9,37
2017,Canada,IBM,Full Stack Developer,Junior,108580,89,No,7,35
2017,USA,TCS,Data Scientist,Junior,116393,90,No,5,42
2013,Canada,Google,Frontend Developer,Junior,73270,51,No,7,46
2015,USA,TCS,Full Stack Developer,Junior,112357,55,Yes,9,49
2011,UK,Meta,Mobile Developer,Mid,89995,64,Yes,8,54
2011,Australia,IBM,Data Scientist,Junior,80850,81,Yes,7,48
2019,Germany,Accenture,Mobile Developer,Senior,116064,50,No,6,46
2011,Canada,Microsoft,Mobile Developer,Mid,89018,78,No,6,37
2017,Australia,Google,Backend Developer,Mid,108933,66,No,9,37
2011,USA,Meta,Data Scientist,Junior,78071,59,No,10,39
2011,Australia,Infosys,Frontend Developer,Mid,90805,82,No,7,35
2011,Australia,Microsoft,Mobile Developer,Senior,85808,73,Yes,8,44
2015,India,Amazon,Frontend Developer,Senior,28760,94,No,6,50
2011,Germany,TCS,Backend Developer,Junior,98374,72,Yes,6,48
2011,Canada,Amazon,Frontend Developer,Junior,61269,61,Yes,7,51
2013,USA,Google,Backend Developer,Senior,88609,79,Yes,5,44
2019,USA,Google,Data Scientist,Junior,145393,59,No,10,35
2013,Canada,Meta,Full Stack Developer,Mid,79505,79,Yes,10,35
2011,UK,Microsoft,Mobile Developer,Junior,55751,94,Yes,5,41
2015,Germany,Netflix,Mobile Developer,Mid,100540,57,No,8,38
2013,Canada,Infosys,Backend Developer,Mid,97943,80,No,9,45
2015,Germany,Netflix,Full Stack Developer,Junior,82683,68,Yes,5,47
2013,India,Google,Data Scientist,Mid,21301,70,Yes,5,41
2017,USA,TCS,Backend Developer,Senior,137403,89,No,8,46
2017,India,Netflix,Full Stack Developer,Mid,28059,83,Yes,8,37
2011,India,Accenture,Full Stack Developer,Senior,24009,79,No,7,42
2011,India,Wipro,Full Stack Developer,Senior,19440,91,No,8,47
2015,Germany,TCS,Frontend Developer,Mid,96662,84,Yes,9,40
2017,Australia,Netflix,Frontend Developer,Junior,105167,62,Yes,5,49
2013,USA,Infosys,Full Stack Developer,Senior,128859,69,No,7,53
2013,Canada,Wipro,Full Stack Developer,Mid,80119,81,Yes,5,53
2013,USA,Netflix,Frontend Developer,Junior,107549,64,Yes,6,49
2019,Germany,Netflix,Full Stack Developer,Mid,94920,50,No,6,44
2013,USA,TCS,Mobile Developer,Mid,89504,75,Yes,8,47
2015,Germany,IBM,Data Scientist,Senior,92506,85,No,7,46
2015,Canada,Infosys,Frontend Developer,Senior,92224,58,No,6,50
2013,Germany,IBM,Backend Developer,Junior,72160,54,No,5,38
2019,UK,Microsoft,Full Stack Developer,Mid,95563,59,Yes,6,50
2013,Australia,TCS,Frontend Developer,Junior,89999,56,No,10,55
2017,USA,Amazon,Frontend Developer,Senior,133747,67,No,10,37
2017,Canada,TCS,Backend Developer,Mid,109664,87,No,9,38
2011,Germany,Accenture,Frontend Developer,Senior,71162,81,Yes,6,51
2013,USA,Meta,Mobile Developer,Mid,115399,52,Yes,9,49
2019,Canada,Meta,Backend Developer,Junior,80812,85,Yes,6,37
2015,USA,TCS,Frontend Developer,Junior,111573,66,Yes,9,51
2015,USA,Infosys,Mobile Developer,Mid,107389,77,No,6,44
2013,Australia,Accenture,Full Stack Developer,Senior,76472,65,No,8,52
2015,UK,Netflix,Frontend Developer,Senior,73693,66,Yes,5,44
2019,India,Meta,Backend Developer,Mid,32612,88,Yes,9,40
2017,Germany,TCS,Frontend Developer,Mid,77786,78,Yes,5,42
2011,UK,Google,Frontend Developer,Junior,71596,76,No,7,42
2017,India,IBM,Full Stack Developer,Junior,29264,57,No,9,42
2017,USA,Microsoft,Full Stack Developer,Mid,93963,61,Yes,7,36
2015,USA,Amazon,Data Scientist,Mid,115381,92,No,7,50
2011,India,Microsoft,Full Stack Developer,Junior,24055,89,Yes,9,52
2017,Australia,Microsoft,Frontend Developer,Junior,114359,80,No,5,55
2011,Germany,Netflix,Full Stack Developer,Senior,97110,70,No,10,47
2013,USA,Accenture,Backend Developer,Senior,79546,86,No,7,44
2011,USA,IBM,Backend Developer,Junior,92498,62,No,8,43
2011,Canada,IBM,Data Scientist,Junior,65321,56,Yes,9,44
2015,Canada,Google,Backend Developer,Junior,78328,72,No,5,55
2013,UK,Microsoft,Data Scientist,Mid,79438,56,No,6,55
2019,Australia,Amazon,Full Stack Developer,Junior,113211,61,No,7,55
2015,Australia,Google,Backend Developer,Senior,99808,85,No,8,52
2013,Germany,Infosys,Frontend Developer,Mid,71986,72,Yes,7,52
2011,USA,Google,Full Stack Developer,Mid,73280,74,No,5,48
2017,Australia,IBM,Backend Developer,Senior,102884,83,No,8,48
2011,Germany,Amazon,Frontend Developer,Senior,99736,70,No,7,55
2011,UK,IBM,Mobile Developer,Mid,52684,73,No,7,42
2011,UK,Wipro,Backend Developer,Senior,77085,57,No,7,48
2017,Canada,Google,Data Scientist,Senior,84593,71,No,10,39
2015,Canada,Infosys,Backend Developer,Mid,97637,73,Yes,10,39
2013,Australia,Google,Data Scientist,Senior,84086,71,Yes,9,43
2015,Canada,Wipro,Frontend Developer,Mid,100918,89,Yes,9,41
2019,UK,Netflix,Mobile Developer,Senior,95606,63,Yes,7,46
2015,India,Microsoft,Backend Developer,Senior,32564,82,No,5,38
2017,UK,Meta,Mobile Developer,Junior,88515,87,No,8,43
2017,Australia,Accenture,Frontend Developer,Senior,90183,76,No,9,37
2015,Canada,TCS,Frontend Developer,Senior,72511,80,Yes,7,55
2017,India,Accenture,Mobile Developer,Junior,37424,58,Yes,10,43
2017,Australia,Accenture,Backend Developer,Senior,98643,50,Yes,10,46
2011,Australia,Netflix,Data Scientist,Senior,70946,66,No,9,55
2019,Australia,IBM,Data Scientist,Junior,114058,69,No,10,40
2011,UK,Amazon,Full Stack Developer,Junior,52387,70,No,8,50
2011,UK,Amazon,Data Scientist,Mid,87584,78,Yes,7,49
2013,USA,Wipro,Frontend Developer,Mid,123156,81,No,10,55
2017,Australia,Meta,Mobile Developer,Senior,101537,66,Yes,10,48
2013,Germany,Accenture,Full Stack Developer,Mid,99198,67,Yes,8,40
2011,UK,TCS,Full Stack Developer,Mid,62837,53,No,10,55
2017,Australia,Google,Backend Developer,Junior,92864,64,Yes,5,37
2011,UK,Accenture,Data Scientist,Junior,75390,77,No,6,54
2011,USA,Google,Backend Developer,Mid,125917,87,Yes,5,42
2017,USA,Accenture,Full Stack Developer,Mid,139956,85,No,8,52
2013,Germany,Microsoft,Full Stack Developer,Mid,74262,67,Yes,5,52
2017,Canada,Infosys,Full Stack Developer,Junior,89414,70,No,9,36
2011,India,Microsoft,Full Stack Developer,Junior,23071,63,Yes,6,38
2011,USA,TCS,Full Stack Developer,Senior,74232,68,No,6,38
2017,Australia,Meta,Backend Developer,Senior,107915,93,No,5,35
2017,Canada,Infosys,Backend Developer,Senior,96795,54,Yes,7,45
2013,UK,Accenture,Full Stack Developer,Senior,91803,57,No,7,45
2011,Germany,Meta,Data Scientist,Mid,84050,76,Yes,5,52
2013,UK,Wipro,Backend Developer,Junior,74809,54,No,10,55
2017,UK,Meta,Backend Developer,Junior,78295,94,No,8,38
2013,Australia,Google,Full Stack Developer,Junior,87524,69,No,5,39
2011,Canada,Google,Backend Developer,Senior,89447,88,No,5,53
2011,USA,Infosys,Frontend Developer,Senior,115308,82,Yes,6,35
2017,Australia,TCS,Frontend Developer,Mid,105536,86,No,5,39
2013,UK,Amazon,Mobile Developer,Senior,78452,55,No,10,55
2011,Germany,Amazon,Backend Developer,Senior,64805,94,No,8,48
2019,Australia,Accenture,Mobile Developer,Mid,106496,88,Yes,9,44
2017,Canada,IBM,Mobile Developer,Junior,95721,77,Yes,7,39
2015,Australia,Amazon,Mobile Developer,Mid,75916,92,Yes,6,35
2013,Germany,Amazon,Data Scientist,Junior,83088,76,Yes,6,35
2015,USA,Google,Data Scientist,Mid,100475,66,No,9,38
2017,Australia,TCS,Frontend Developer,Junior,97577,61,No,9,48
2017,Germany,Amazon,Frontend Developer,Junior,76390,85,No,5,35
2011,UK,TCS,Data Scientist,Senior,66216,91,Yes,9,44
2019,Canada,Infosys,Data Scientist,Senior,112648,84,Yes,5,53
2013,UK,IBM,Data Scientist,Mid,58038,78,Yes,10,50
2015,USA,IBM,Mobile Developer,Senior,134149,57,No,5,38
2013,UK,Amazon,Mobile Developer,Senior,72880,59,Yes,6,49
2011,Australia,Netflix,Backend Developer,Mid,94124,71,Yes,10,46
2011,Australia,Wipro,Data Scientist,Mid,75647,54,No,7,37
2013,India,Accenture,Data Scientist,Mid,22312,60,No,9,41
2011,Canada,Microsoft,Full Stack Developer,Mid,74091,90,No,6,40
2019,Australia,Infosys,Mobile Developer,Junior,94392,92,No,6,36
2019,Canada,Netflix,Frontend Developer,Senior,90513,83,No,5,42
2013,India,Infosys,Backend Developer,Junior,19709,81,No,5,47
2019,Germany,IBM,Frontend Developer,Junior,111663,77,No,9,41
2015,UK,TCS,Full Stack Developer,Mid,97966,81,No,5,45
2015,India,Accenture,Mobile Developer,Mid,33422,88,Yes,7,38
2019,Australia,IBM,Frontend Developer,Senior,113437,59,No,10,51
2011,Germany,Meta,Mobile Developer,Mid,81802,70,No,8,47
2017,Australia,Wipro,Full Stack Developer,Senior,94924,95,No,5,44
2013,USA,Wipro,Data Scientist,Mid,76499,78,No,10,54
2015,India,Google,Full Stack Developer,Junior,18602,67,No,10,45
2013,UK,Infosys,Full Stack Developer,Junior,91687,95,No,7,42
2015,UK,Microsoft,Backend Developer,Junior,96705,54,Yes,6,53
2011,Germany,Netflix,Data Scientist,Senior,86390,95,No,8,54
2019,Canada,Accenture,Backend Developer,Junior,101533,89,Yes,7,55
2013,Germany,Google,Mobile Developer,Senior,87617,90,Yes,10,51
2015,India,Google,Data Scientist,Senior,19994,93,Yes,6,49
2015,Germany,Google,Frontend Developer,Senior,70095,89,Yes,9,36
2017,Germany,Microsoft,Backend Developer,Senior,76898,82,No,9,55
2013,UK,Amazon,Backend Developer,Mid,87853,87,Yes,10,46
2019,UK,TCS,Full Stack Developer,Mid,95425,93,No,10,37
2013,USA,Google,Data Scientist,Mid,93678,81,No,6,53
2019,India,IBM,Mobile Developer,Mid,37032,64,Yes,8,49
2017,Germany,Accenture,Frontend Developer,Mid,75380,51,No,9,51
2017,India,Netflix,Backend Developer,Mid,34227,92,Yes,6,40
2011,USA,Accenture,Data Scientist,Senior,83009,79,No,9,49
2011,Australia,Wipro,Data Scientist,Mid,96047,83,Yes,7,40
2017,USA,Accenture,Frontend Developer,Mid,124178,71,Yes,10,38
2011,Australia,Netflix,Full Stack Developer,Senior,87749,82,No,9,43
2013,Canada,Netflix,Frontend Developer,Mid,95070,86,Yes,7,36
2013,India,TCS,Full Stack Developer,Junior,27977,92,Yes,9,55
2015,Canada,Google,Frontend Developer,Senior,83671,57,Yes,9,48
2013,Australia,Amazon,Full Stack Developer,Senior,75352,89,No,9,54
2017,India,Accenture,Frontend Developer,Mid,35891,50,Yes,9,50
2013,Australia,Google,Full Stack Developer,Mid,103936,65,Yes,6,43
2017,UK,Accenture,Mobile Developer,Mid,73710,91,No,7,43
2011,India,Netflix,Backend Developer,Mid,10342,80,Yes,10,35
2013,USA,IBM,Backend Developer,Mid,96031,63,Yes,7,40
2011,USA,Accenture,Frontend Developer,Senior,117246,86,No,6,36
2015,Canada,Infosys,Frontend Developer,Junior,72359,95,Yes,7,51
2015,Germany,IBM,Mobile Developer,Mid,101367,50,Yes,6,52
