Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,Covid_Phase,Layoff_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2021,UK,Accenture,Backend Developer,Junior,102647,79,Recovery,Medium,82,8,38
2020,India,Accenture,Full Stack Developer,Senior,23017,51,Lockdown,Medium,88,8,43
2021,Canada,IBM,Frontend Developer,Junior,90046,79,Recovery,Low,81,8,49
2019,Australia,Accenture,Backend Developer,Junior,75450,82,Pre-Covid,Low,12,10,40
2021,India,Wipro,Data Scientist,Junior,25870,100,Recovery,Low,83,6,52
2020,India,Microsoft,Full Stack Developer,Mid,19364,48,Lockdown,High,77,9,39
2019,Australia,Google,Mobile Developer,Mid,104969,79,Pre-Covid,Low,21,10,49
2020,Germany,Infosys,Backend Developer,Junior,73681,59,Lockdown,Medium,73,5,43
2020,Germany,Infosys,Full Stack Developer,Senior,92753,63,Lockdown,High,82,8,40
2020,Australia,IBM,Full Stack Developer,Mid,70169,46,Lockdown,Medium,85,5,38
2021,India,Wipro,Frontend Developer,Junior,32549,95,Recovery,Medium,62,6,46
2021,Canada,TCS,Full Stack Developer,Junior,108820,92,Recovery,Medium,83,10,40
2020,Australia,TCS,Full Stack Developer,Mid,82498,68,Lockdown,High,74,7,45
2021,Australia,IBM,Data Scientist,Mid,133722,100,Recovery,Low,66,5,45
2019,Australia,Amazon,Full Stack Developer,Mid,93575,84,Pre-Covid,Low,20,6,50
2020,Germany,Infosys,Frontend Developer,Senior,66497,43,Lockdown,High,78,5,39
2019,India,Netflix,Mobile Developer,Junior,13033,78,Pre-Covid,Low,23,9,55
2020,UK,IBM,Full Stack Developer,Senior,53312,75,Lockdown,Medium,77,8,40
2019,UK,Amazon,Data Scientist,Mid,69230,77,Pre-Covid,Low,25,6,49
2020,Germany,TCS,Full Stack Developer,Mid,69054,56,Lockdown,High,86,5,35
2021,Canada,TCS,Mobile Developer,Mid,104484,100,Recovery,Low,89,5,55
2019,USA,Infosys,Full Stack Developer,Mid,119819,90,Pre-Covid,Low,32,6,47
2019,Australia,Accenture,Data Scientist,Junior,91263,73,Pre-Covid,Low,33,10,55
2021,India,Google,Data Scientist,Mid,27053,100,Recovery,Medium,81,7,44
2019,Germany,Meta,Data Scientist,Senior,93945,92,Pre-Covid,Low,31,6,51
2019,UK,Accenture,Backend Developer,Senior,80115,76,Pre-Covid,Low,32,10,47
2021,UK,Meta,Frontend Developer,Junior,84700,89,Recovery,Low,62,10,47
2021,India,Amazon,Backend Developer,Junior,15334,100,Recovery,Medium,89,10,51
2019,Canada,Accenture,Backend Developer,Senior,94366,68,Pre-Covid,Low,27,10,35
2021,India,TCS,Mobile Developer,Mid,22283,80,Recovery,Low,67,7,50
2021,Germany,Infosys,Backend Developer,Junior,126002,92,Recovery,Medium,74,7,48
2020,UK,Wipro,Data Scientist,Mid,82303,43,Lockdown,Medium,92,8,48
2019,India,Accenture,Data Scientist,Junior,20870,63,Pre-Covid,Low,17,10,44
2019,UK,Infosys,Frontend Developer,Mid,81657,68,Pre-Covid,Low,32,9,40
2021,Germany,Google,Frontend Developer,Mid,95372,91,Recovery,Medium,61,6,52
2021,Australia,Microsoft,Data Scientist,Senior,124102,100,Recovery,Low,72,7,55
2021,India,Microsoft,Frontend Developer,Mid,35538,100,Recovery,Medium,75,10,41
2019,Canada,Accenture,Full Stack Developer,Mid,78307,75,Pre-Covid,Low,19,5,40
2019,Canada,Meta,Mobile Developer,Mid,90414,75,Pre-Covid,Low,25,9,42
2021,India,IBM,Frontend Developer,Senior,22985,81,Recovery,Medium,79,8,38
2019,Canada,Accenture,Mobile Developer,Junior,77850,78,Pre-Covid,Low,34,8,54
2021,Australia,Infosys,Full Stack Developer,Senior,103118,70,Recovery,Low,64,8,46
2019,Canada,Netflix,Frontend Developer,Senior,78862,83,Pre-Covid,Low,35,9,50
2020,Germany,Netflix,Data Scientist,Senior,72777,40,Lockdown,High,79,8,55
2019,Canada,IBM,Full Stack Developer,Mid,88209,71,Pre-Covid,Low,29,10,46
2019,Germany,Microsoft,Full Stack Developer,Junior,95920,75,Pre-Covid,Low,29,10,44
2019,USA,Meta,Frontend Developer,Mid,115149,92,Pre-Covid,Low,18,8,36
2021,Germany,Meta,Frontend Developer,Mid,114912,87,Recovery,Medium,70,9,43
2020,Canada,Meta,Backend Developer,Mid,67288,35,Lockdown,High,81,8,44
2020,Germany,Wipro,Frontend Developer,Mid,93079,50,Lockdown,Medium,72,5,53
2019,UK,TCS,Data Scientist,Junior,72099,78,Pre-Covid,Low,25,10,38
2019,UK,Microsoft,Data Scientist,Senior,86535,87,Pre-Covid,Low,12,5,52
2020,Germany,Google,Backend Developer,Senior,89164,71,Lockdown,High,79,8,41
2021,India,Accenture,Backend Developer,Senior,22271,100,Recovery,Low,77,10,48
2021,Australia,Amazon,Frontend Developer,Senior,102434,86,Recovery,Low,61,9,41
2019,India,Infosys,Data Scientist,Junior,15944,76,Pre-Covid,Low,28,6,49
2021,Canada,Amazon,Frontend Developer,Junior,91809,96,Recovery,Low,61,5,43
2019,Germany,Meta,Mobile Developer,Junior,65393,90,Pre-Covid,Low,18,9,39
2019,Germany,Meta,Full Stack Developer,Junior,101820,87,Pre-Covid,Low,23,7,49
2021,India,Infosys,Frontend Developer,Senior,23987,81,Recovery,Low,63,8,46
2019,UK,Infosys,Backend Developer,Mid,79620,79,Pre-Covid,Low,11,7,36
2019,India,Google,Mobile Developer,Junior,22082,70,Pre-Covid,Low,19,7,50
2020,India,TCS,Backend Developer,Senior,11468,63,Lockdown,High,70,6,50
2019,Germany,Google,Frontend Developer,Junior,101100,72,Pre-Covid,Low,27,10,55
2019,UK,Infosys,Backend Developer,Junior,85562,84,Pre-Covid,Low,31,5,52
2019,Australia,Wipro,Data Scientist,Senior,82160,73,Pre-Covid,Low,17,9,50
2020,USA,IBM,Data Scientist,Senior,102832,48,Lockdown,Medium,86,9,44
2019,Germany,Meta,Frontend Developer,Mid,75104,68,Pre-Covid,Low,16,5,35
2021,Australia,Google,Full Stack Developer,Mid,106873,100,Recovery,Medium,80,8,45
2019,Germany,Netflix,Backend Developer,Junior,82413,91,Pre-Covid,Low,16,5,37
2021,USA,Wipro,Full Stack Developer,Senior,98725,100,Recovery,Medium,80,6,36
2019,Germany,Netflix,Full Stack Developer,Junior,74737,72,Pre-Covid,Low,17,8,46
2019,Canada,Infosys,Mobile Developer,Junior,86934,86,Pre-Covid,Low,25,8,38
2019,India,Microsoft,Data Scientist,Junior,20869,78,Pre-Covid,Low,23,8,51
2020,USA,Meta,Full Stack Developer,Junior,77342,70,Lockdown,High,78,5,47
2019,Germany,Microsoft,Frontend Developer,Mid,80114,78,Pre-Covid,Low,29,6,51
2020,India,Infosys,Backend Developer,Senior,25359,52,Lockdown,High,76,8,43
2021,Canada,Accenture,Frontend Developer,Junior,102971,90,Recovery,Low,80,10,46
2019,Germany,Amazon,Mobile Developer,Senior,101089,88,Pre-Covid,Low,21,9,51
2019,India,Infosys,Full Stack Developer,Mid,18334,74,Pre-Covid,Low,25,10,42
2019,Australia,Meta,Mobile Developer,Junior,90376,65,Pre-Covid,Low,27,6,37
2020,Australia,TCS,Mobile Developer,Mid,96316,44,Lockdown,High,89,5,35
2021,USA,IBM,Backend Developer,Mid,102134,92,Recovery,Low,86,7,49
2020,India,Meta,Frontend Developer,Mid,16588,77,Lockdown,High,90,5,36
2021,India,Accenture,Data Scientist,Junior,14272,100,Recovery,Medium,90,8,46
2019,Australia,Microsoft,Frontend Developer,Junior,105632,92,Pre-Covid,Low,22,9,51
2019,UK,Wipro,Full Stack Developer,Senior,87561,80,Pre-Covid,Low,15,8,37
2019,India,Infosys,Frontend Developer,Senior,11567,80,Pre-Covid,Low,32,6,37
2021,India,Microsoft,Full Stack Developer,Junior,27386,89,Recovery,Low,72,7,39
2020,Australia,Accenture,Full Stack Developer,Mid,56001,70,Lockdown,Medium,80,7,35
2021,Canada,Wipro,Data Scientist,Junior,94874,100,Recovery,Low,81,8,48
2019,Germany,Accenture,Full Stack Developer,Junior,86012,70,Pre-Covid,Low,20,5,37
2019,UK,Wipro,Frontend Developer,Junior,74728,92,Pre-Covid,Low,32,8,51
2021,India,Infosys,Full Stack Developer,Junior,22063,95,Recovery,Low,88,5,35
2019,Germany,Accenture,Backend Developer,Mid,100198,61,Pre-Covid,Low,16,7,42
2019,India,Microsoft,Mobile Developer,Mid,22783,67,Pre-Covid,Low,18,5,36
2020,Germany,TCS,Data Scientist,Senior,78449,72,Lockdown,High,78,7,48
2020,India,TCS,Full Stack Developer,Senior,21661,78,Lockdown,High,85,8,43
2020,India,TCS,Frontend Developer,Mid,15450,45,Lockdown,Medium,91,5,50
2021,UK,Wipro,Mobile Developer,Senior,77684,100,Recovery,Low,67,10,54
2020,USA,Google,Backend Developer,Mid,96516,73,Lockdown,High,72,6,55
2019,UK,Meta,Frontend Developer,Mid,73224,73,Pre-Covid,Low,26,9,41
2019,Canada,Wipro,Data Scientist,Mid,98855,87,Pre-Covid,Low,29,10,47
2019,Canada,Microsoft,Backend Developer,Junior,81048,95,Pre-Covid,Low,30,8,53
2019,India,Google,Frontend Developer,Senior,11856,70,Pre-Covid,Low,35,10,39
2020,Germany,Microsoft,Frontend Developer,Junior,69930,59,Lockdown,Medium,92,8,48
2020,India,Infosys,Full Stack Developer,Junior,13306,49,Lockdown,Medium,91,10,52
2020,India,Accenture,Full Stack Developer,Senior,8386,58,Lockdown,Medium,93,9,41
2020,Australia,Netflix,Mobile Developer,Senior,85635,64,Lockdown,Medium,90,8,53
2019,Canada,Amazon,Frontend Developer,Senior,66738,80,Pre-Covid,Low,27,6,46
2021,Australia,TCS,Backend Developer,Junior,86971,100,Recovery,Low,82,7,36
2021,India,Google,Data Scientist,Junior,17045,100,Recovery,Low,61,7,55
2020,UK,TCS,Mobile Developer,Senior,66377,45,Lockdown,High,81,10,46
2021,India,Meta,Mobile Developer,Junior,37600,85,Recovery,Medium,79,9,38
2021,Australia,Infosys,Frontend Developer,Junior,122725,85,Recovery,Medium,89,7,51
2020,Germany,Amazon,Backend Developer,Junior,56959,60,Lockdown,High,70,10,55
2021,Australia,Meta,Mobile Developer,Junior,100357,97,Recovery,Low,64,7,41
2019,Germany,Amazon,Data Scientist,Senior,76813,72,Pre-Covid,Low,18,5,38
2020,India,Accenture,Mobile Developer,Senior,19474,50,Lockdown,Medium,72,6,52
2021,USA,IBM,Full Stack Developer,Mid,102818,100,Recovery,Low,72,6,55
2019,India,Accenture,Frontend Developer,Senior,28481,78,Pre-Covid,Low,24,10,49
2020,Germany,Meta,Mobile Developer,Senior,56685,48,Lockdown,Medium,94,6,36
2019,India,Amazon,Backend Developer,Mid,18966,82,Pre-Covid,Low,30,7,50
2021,Germany,Google,Full Stack Developer,Junior,113446,100,Recovery,Low,73,5,36
2019,USA,Meta,Mobile Developer,Junior,114278,80,Pre-Covid,Low,15,8,55
2019,UK,Meta,Backend Developer,Senior,79357,78,Pre-Covid,Low,14,10,41
2021,UK,Netflix,Mobile Developer,Mid,67516,94,Recovery,Medium,82,8,40
2021,Germany,Meta,Data Scientist,Mid,77298,81,Recovery,Medium,86,7,42
2021,India,Google,Mobile Developer,Mid,30121,83,Recovery,Low,89,9,36
2021,Canada,Netflix,Mobile Developer,Junior,95276,82,Recovery,Medium,90,7,42
2019,Australia,Infosys,Frontend Developer,Mid,77988,86,Pre-Covid,Low,24,6,44
2020,UK,Accenture,Mobile Developer,Senior,68475,68,Lockdown,High,89,6,38
2020,USA,Infosys,Full Stack Developer,Junior,103728,35,Lockdown,Medium,72,8,55
2020,UK,TCS,Data Scientist,Junior,77348,58,Lockdown,High,84,9,37
2020,India,Google,Mobile Developer,Mid,19792,53,Lockdown,Medium,82,8,42
2021,USA,Netflix,Data Scientist,Mid,165189,100,Recovery,Low,70,10,52
2020,Australia,Amazon,Frontend Developer,Junior,74024,61,Lockdown,High,77,7,37
2021,India,IBM,Data Scientist,Mid,28881,97,Recovery,Low,61,6,40
2019,UK,Amazon,Data Scientist,Junior,70475,61,Pre-Covid,Low,11,5,44
2021,Germany,Wipro,Frontend Developer,Senior,110888,100,Recovery,Medium,83,7,48
2021,Canada,Wipro,Data Scientist,Senior,114791,83,Recovery,Low,67,8,44
2019,India,Microsoft,Backend Developer,Junior,22236,61,Pre-Covid,Low,21,5,45
2020,India,Accenture,Frontend Developer,Senior,17896,42,Lockdown,High,81,10,52
2021,USA,Microsoft,Frontend Developer,Senior,102491,100,Recovery,Low,79,9,55
2020,UK,Netflix,Data Scientist,Junior,77938,54,Lockdown,Medium,94,10,39
2021,Germany,Meta,Full Stack Developer,Mid,117157,75,Recovery,Medium,75,8,49
2019,Australia,Accenture,Full Stack Developer,Mid,86114,70,Pre-Covid,Low,21,10,41
2020,USA,Wipro,Data Scientist,Mid,95836,56,Lockdown,Medium,89,8,54
2020,USA,Wipro,Mobile Developer,Mid,91240,58,Lockdown,High,80,10,43
2020,Canada,Wipro,Data Scientist,Senior,79950,61,Lockdown,Medium,86,8,54
2020,India,Infosys,Backend Developer,Senior,15450,49,Lockdown,High,84,10,47
2019,UK,Accenture,Frontend Developer,Junior,81509,74,Pre-Covid,Low,13,10,39
2020,Australia,IBM,Mobile Developer,Junior,85087,75,Lockdown,Medium,79,10,36
2020,UK,Meta,Mobile Developer,Mid,50009,37,Lockdown,Medium,72,7,50
2020,USA,Microsoft,Backend Developer,Senior,78763,78,Lockdown,Medium,80,5,38
2019,Canada,Accenture,Frontend Developer,Senior,66339,79,Pre-Covid,Low,31,8,44
2021,India,Wipro,Full Stack Developer,Mid,24418,100,Recovery,Medium,76,10,37
2019,India,Google,Backend Developer,Mid,10842,68,Pre-Covid,Low,18,10,44
2021,USA,Meta,Backend Developer,Junior,171300,79,Recovery,Medium,84,5,35
2020,Canada,IBM,Backend Developer,Mid,63213,30,Lockdown,High,75,6,37
2019,India,Accenture,Mobile Developer,Senior,18527,64,Pre-Covid,Low,29,8,54
2019,Germany,Google,Frontend Developer,Junior,88571,91,Pre-Covid,Low,21,10,39
2019,USA,IBM,Mobile Developer,Junior,83402,70,Pre-Covid,Low,22,8,41
2020,Canada,Google,Full Stack Developer,Junior,60406,46,Lockdown,Medium,95,9,48
2019,Australia,Accenture,Mobile Developer,Junior,96766,63,Pre-Covid,Low,28,10,47
2021,India,Infosys,Data Scientist,Junior,12133,92,Recovery,Medium,64,5,49
2020,UK,Microsoft,Data Scientist,Mid,49864,53,Lockdown,High,70,5,51
2019,Canada,IBM,Data Scientist,Mid,71035,73,Pre-Covid,Low,17,10,47
2020,UK,TCS,Data Scientist,Mid,70879,68,Lockdown,High,71,7,38
2019,Australia,IBM,Backend Developer,Mid,97570,95,Pre-Covid,Low,10,7,44
2019,Germany,Meta,Mobile Developer,Senior,76027,80,Pre-Covid,Low,27,5,43
2020,USA,Google,Frontend Developer,Junior,67045,49,Lockdown,High,93,8,36
2021,Australia,Meta,Mobile Developer,Mid,89464,96,Recovery,Medium,62,8,48
2021,Canada,Amazon,Frontend Developer,Senior,121187,100,Recovery,Medium,73,10,42
2021,Germany,Amazon,Data Scientist,Senior,88111,93,Recovery,Low,65,5,49
2020,Australia,Netflix,Backend Developer,Junior,62062,78,Lockdown,High,95,5,38
2020,Australia,Meta,Data Scientist,Mid,69197,55,Lockdown,High,79,7,40
2021,Australia,Google,Full Stack Developer,Junior,137341,100,Recovery,Medium,74,9,36
2021,India,Amazon,Full Stack Developer,Junior,31533,82,Recovery,Low,81,5,50
2019,Canada,TCS,Mobile Developer,Senior,79822,79,Pre-Covid,Low,21,8,38
2021,India,Amazon,Full Stack Developer,Senior,34319,100,Recovery,Medium,69,8,52
2020,India,Microsoft,Full Stack Developer,Junior,19109,59,Lockdown,Medium,81,9,38
2021,Australia,IBM,Data Scientist,Junior,130261,88,Recovery,Low,81,7,51
2021,Germany,Accenture,Mobile Developer,Mid,114605,86,Recovery,Low,63,8,44
2020,USA,Meta,Full Stack Developer,Junior,78459,54,Lockdown,High,75,9,41
2021,Australia,TCS,Backend Developer,Senior,132074,100,Recovery,Medium,71,10,44
2020,Germany,IBM,Backend Developer,Junior,57525,47,Lockdown,High,84,6,39
2019,UK,TCS,Mobile Developer,Senior,70585,65,Pre-Covid,Low,23,6,53
2019,India,Meta,Mobile Developer,Mid,21199,85,Pre-Covid,Low,11,9,35
2021,Australia,IBM,Frontend Developer,Mid,96652,100,Recovery,Low,73,6,43
2021,USA,Meta,Mobile Developer,Senior,109070,92,Recovery,Low,81,9,38
2021,UK,Amazon,Mobile Developer,Mid,81520,100,Recovery,Low,71,10,51
2019,UK,TCS,Frontend Developer,Junior,79990,62,Pre-Covid,Low,25,8,53
2021,Australia,TCS,Data Scientist,Junior,106380,97,Recovery,Low,89,10,42
2020,Germany,Amazon,Mobile Developer,Junior,53875,46,Lockdown,Medium,86,8,48
2020,UK,Microsoft,Mobile Developer,Senior,49718,52,Lockdown,Medium,82,10,49
2019,Germany,Accenture,Mobile Developer,Mid,71973,83,Pre-Covid,Low,31,7,55
2021,USA,Netflix,Backend Developer,Mid,148328,100,Recovery,Medium,86,8,37
2021,Canada,IBM,Full Stack Developer,Junior,101603,100,Recovery,Medium,65,10,50
2021,Canada,Microsoft,Frontend Developer,Junior,115452,95,Recovery,Low,68,7,51
2021,UK,Amazon,Mobile Developer,Junior,88926,88,Recovery,Low,62,9,37
2019,UK,Meta,Backend Developer,Junior,73857,75,Pre-Covid,Low,25,10,52
2019,Canada,Netflix,Data Scientist,Mid,74578,77,Pre-Covid,Low,15,9,49
2019,India,Meta,Mobile Developer,Junior,29851,65,Pre-Covid,Low,33,9,52
2020,Canada,Infosys,Data Scientist,Senior,52151,46,Lockdown,High,72,10,35
2019,Australia,Accenture,Frontend Developer,Mid,108959,70,Pre-Covid,Low,17,7,43
2020,USA,Infosys,Mobile Developer,Junior,84377,54,Lockdown,High,95,7,36
2019,India,TCS,Mobile Developer,Senior,17831,63,Pre-Covid,Low,24,6,46
2019,USA,Netflix,Data Scientist,Mid,101663,88,Pre-Covid,Low,18,7,51
2021,UK,Netflix,Full Stack Developer,Mid,98665,93,Recovery,Low,66,8,35
2020,Canada,Amazon,Frontend Developer,Mid,83872,47,Lockdown,High,70,9,36
2020,UK,Netflix,Frontend Developer,Junior,62445,55,Lockdown,High,88,5,42
2019,UK,Netflix,Frontend Developer,Junior,74364,71,Pre-Covid,Low,15,9,44
2021,Canada,Meta,Full Stack Developer,Senior,120540,100,Recovery,Low,74,10,36
2021,Germany,IBM,Frontend Developer,Senior,95478,100,Recovery,Medium,81,7,44
2020,UK,Infosys,Backend Developer,Senior,77646,74,Lockdown,Medium,75,8,42
2019,USA,Wipro,Full Stack Developer,Mid,116323,61,Pre-Covid,Low,21,5,50
2021,Germany,Meta,Backend Developer,Mid,83191,93,Recovery,Medium,74,9,38
2020,UK,Accenture,Mobile Developer,Senior,46837,65,Lockdown,Medium,94,9,36
2021,Germany,IBM,Frontend Developer,Mid,76766,84,Recovery,Low,72,10,50
2019,Canada,Meta,Frontend Developer,Junior,84039,76,Pre-Covid,Low,17,8,45
2020,India,Amazon,Backend Developer,Mid,15560,65,Lockdown,High,82,5,44
2019,USA,Accenture,Backend Developer,Mid,82515,81,Pre-Covid,Low,26,9,41
2019,USA,Wipro,Frontend Developer,Senior,106463,77,Pre-Covid,Low,22,8,45
2020,Canada,Wipro,Backend Developer,Senior,56071,38,Lockdown,High,85,7,51
2020,India,Netflix,Mobile Developer,Junior,9185,69,Lockdown,Medium,86,5,53
2021,Canada,Wipro,Mobile Developer,Junior,112888,81,Recovery,Medium,63,9,36
2019,Australia,Netflix,Data Scientist,Mid,87739,75,Pre-Covid,Low,30,8,35
2020,Germany,Microsoft,Mobile Developer,Mid,69507,59,Lockdown,Medium,79,8,52
2021,UK,Infosys,Backend Developer,Mid,111229,100,Recovery,Medium,89,6,53
2020,Canada,Amazon,Data Scientist,Senior,54280,47,Lockdown,Medium,91,7,47
2019,Germany,Netflix,Full Stack Developer,Junior,99239,77,Pre-Covid,Low,19,5,37
2020,Canada,TCS,Mobile Developer,Senior,62530,63,Lockdown,Medium,94,10,52
2019,Australia,Netflix,Mobile Developer,Junior,101031,74,Pre-Covid,Low,31,10,43
2019,USA,Meta,Backend Developer,Mid,93898,64,Pre-Covid,Low,17,6,52
2020,UK,TCS,Mobile Developer,Junior,66153,38,Lockdown,High,80,10,42
2020,USA,Google,Mobile Developer,Senior,69508,63,Lockdown,High,80,9,42
2020,UK,Netflix,Backend Developer,Mid,76344,52,Lockdown,High,75,6,45
2019,India,Wipro,Data Scientist,Senior,26937,85,Pre-Covid,Low,23,9,40
2019,USA,TCS,Data Scientist,Mid,111319,60,Pre-Covid,Low,24,10,54
2020,UK,TCS,Frontend Developer,Mid,68850,35,Lockdown,Medium,71,10,55
2021,UK,Wipro,Frontend Developer,Mid,75559,86,Recovery,Low,88,10,40
2020,USA,Microsoft,Frontend Developer,Senior,68130,49,Lockdown,High,83,5,35
2019,UK,IBM,Mobile Developer,Mid,61689,87,Pre-Covid,Low,19,7,52
2019,Canada,Meta,Data Scientist,Junior,82323,80,Pre-Covid,Low,25,8,40
2020,Australia,Microsoft,Frontend Developer,Mid,61379,33,Lockdown,Medium,80,10,45
2020,UK,Meta,Frontend Developer,Mid,65370,45,Lockdown,Medium,73,5,38
2019,Germany,Wipro,Backend Developer,Mid,74385,84,Pre-Covid,Low,32,9,39
2020,UK,Amazon,Mobile Developer,Senior,54493,49,Lockdown,High,71,6,51
2019,UK,IBM,Full Stack Developer,Junior,88602,87,Pre-Covid,Low,18,10,44
2021,Canada,Netflix,Mobile Developer,Junior,112489,100,Recovery,Low,77,6,40
2020,India,TCS,Backend Developer,Senior,16387,49,Lockdown,High,84,10,47
2020,UK,Wipro,Frontend Developer,Mid,54415,42,Lockdown,High,73,6,47
2021,Canada,Google,Frontend Developer,Senior,75554,86,Recovery,Low,70,5,47
2019,Germany,IBM,Mobile Developer,Senior,109004,64,Pre-Covid,Low,27,9,46
2021,UK,IBM,Data Scientist,Mid,82427,84,Recovery,Medium,76,9,35
2020,Canada,Microsoft,Backend Developer,Junior,51989,35,Lockdown,Medium,81,5,51
2019,Canada,IBM,Full Stack Developer,Junior,87549,90,Pre-Covid,Low,12,9,35
2021,Germany,Netflix,Backend Developer,Junior,109432,99,Recovery,Low,67,7,41
2021,India,Netflix,Backend Developer,Senior,25754,95,Recovery,Medium,70,6,39
2021,UK,Meta,Backend Developer,Mid,71024,90,Recovery,Low,66,9,51
2019,Germany,Meta,Backend Developer,Senior,106455,62,Pre-Covid,Low,20,10,49
2020,USA,Infosys,Backend Developer,Junior,91821,56,Lockdown,Medium,73,5,49
2019,Australia,Infosys,Backend Developer,Senior,87904,73,Pre-Covid,Low,25,5,38
2019,Canada,Google,Backend Developer,Senior,74197,76,Pre-Covid,Low,16,6,39
2021,Australia,Netflix,Backend Developer,Senior,128450,78,Recovery,Medium,74,7,37
2019,India,TCS,Data Scientist,Mid,23586,76,Pre-Covid,Low,14,10,49
2021,USA,Amazon,Backend Developer,Mid,131946,86,Recovery,Medium,64,7,39
2020,Canada,TCS,Backend Developer,Senior,66232,38,Lockdown,High,78,8,39
2019,Australia,Wipro,Mobile Developer,Senior,84854,70,Pre-Covid,Low,27,8,48
2021,USA,Microsoft,Frontend Developer,Junior,134830,83,Recovery,Low,82,9,44
2019,USA,Meta,Backend Developer,Senior,112877,64,Pre-Covid,Low,30,5,36
2021,Australia,Infosys,Frontend Developer,Mid,111301,100,Recovery,Medium,72,9,49
2021,Germany,Infosys,Data Scientist,Senior,97720,78,Recovery,Medium,89,7,37
2019,Germany,Accenture,Backend Developer,Mid,86394,79,Pre-Covid,Low,21,10,40
2019,India,Wipro,Data Scientist,Senior,18049,64,Pre-Covid,Low,15,7,47
2019,Germany,TCS,Mobile Developer,Junior,106638,69,Pre-Covid,Low,30,10,54
2019,Canada,IBM,Data Scientist,Junior,76061,87,Pre-Covid,Low,26,6,41
2020,Canada,Amazon,Frontend Developer,Senior,58235,43,Lockdown,Medium,94,7,52
2019,India,Wipro,Backend Developer,Mid,23733,79,Pre-Covid,Low,32,8,52
2020,Canada,Infosys,Frontend Developer,Mid,64905,76,Lockdown,Medium,91,10,42
2021,Germany,Meta,Mobile Developer,Junior,120515,100,Recovery,Low,84,7,38
2021,UK,Google,Frontend Developer,Senior,83242,100,Recovery,Medium,74,6,47
2021,USA,Wipro,Full Stack Developer,Senior,158335,75,Recovery,Low,77,8,36
2020,Canada,Wipro,Frontend Developer,Junior,67665,60,Lockdown,High,95,10,41
2021,Germany,IBM,Mobile Developer,Mid,82032,91,Recovery,Medium,84,8,46
